Galaxy,R,Vobs,Vgas,Vdisk,Vbul,T,L36,R_disk,Vflat,MHI,Q,M_star,M_gas,M_bar,f_gas,Sigma_bar,D_spatial,eta,L_chi,x,M_hist,g_hist,V_bar_sq,V_flux,residual,abs_res
UGC12632,7.11,69.2,22.61,29.42,0.0,9,1.301,2.42,66.81,1.744,2.8,650500000.0,231952000.00000003,882452000.0,0.2628494241046539,23981729.02146869,0.6630367891510544,78.15706374581688,126.5812489491128,0.05616945684315618,1347210734.0697715,114.6190191558416,943.9802999999999,41.93949840184112,-27.260501598158882,27.260501598158882
UGC12632,7.82,70.3,26.3,28.8,0.0,9,1.301,2.42,66.81,1.744,2.8,650500000.0,231952000.00000003,882452000.0,0.2628494241046539,23981729.02146869,0.6630367891510544,78.15706374581688,126.5812489491128,0.06177850246321819,1530473960.816645,107.63977804331334,1106.41,44.137886948728195,-26.162113051271803,26.162113051271803
UGC12632,8.52,71.4,28.44,27.59,0.0,9,1.301,2.42,66.81,1.744,2.8,650500000.0,231952000.00000003,882452000.0,0.2628494241046539,23981729.02146869,0.6630367891510544,78.15706374581688,126.5812489491128,0.0673085474407441,1716526167.2684844,101.7024917629149,1189.43765,45.34250632486073,-26.057493675139277,26.057493675139277
UGC12632,9.25,73.2,29.27,27.31,0.0,9,1.301,2.42,66.81,1.744,2.8,650500000.0,231952000.00000003,882452000.0,0.2628494241046539,23981729.02146869,0.6630367891510544,78.15706374581688,126.5812489491128,0.07307559434587829,1915855795.8137305,96.3029756116667,1229.65095,46.04838188696664,-27.151618113033365,27.151618113033365
UGC12632,9.95,73.0,30.7,26.87,0.0,9,1.301,2.42,66.81,1.744,2.8,650500000.0,231952000.00000003,882452000.0,0.2628494241046539,23981729.02146869,0.6630367891510544,78.15706374581688,126.5812489491128,0.07860563932340421,2111766020.5677333,91.7402650995679,1303.48845,47.077638935493574,-25.922361064506426,25.922361064506426
UGC12632,10.66,73.1,31.41,26.73,0.0,9,1.301,2.42,66.81,1.744,2.8,650500000.0,231952000.00000003,882452000.0,0.2628494241046539,23981729.02146869,0.6630367891510544,78.15706374581688,126.5812489491128,0.08421468494346622,2314969484.693587,87.61757236652505,1343.83455,47.72669977514847,-25.373300224851526,25.373300224851526
UGC12732,0.96,34.2,1.81,20.68,0.0,9,1.667,1.98,120.46,3.66,0.0,833500000.0,486780000.00000006,1320280000.0,0.3686945193443815,53598889.97688185,0.7070980679637159,38.24156728265737,77.03461009828204,0.012461931056381229,129199687.36587554,602.947295343715,217.1073,28.212350195082408,-5.987649804917595,5.987649804917595
UGC12732,1.92,49.5,-7.24,30.32,0.0,9,1.667,1.98,120.46,3.66,0.0,833500000.0,486780000.00000006,1320280000.0,0.3686945193443815,53598889.97688185,0.7070980679637159,38.24156728265737,77.03461009828204,0.024923862112762457,330179124.935517,385.2188314416272,512.0688,35.379216446494745,-14.120783553505255,14.120783553505255
UGC12732,2.88,59.9,-2.56,33.18,0.0,9,1.667,1.98,120.46,3.66,0.0,833500000.0,486780000.00000006,1320280000.0,0.3686945193443815,53598889.97688185,0.7070980679637159,38.24156728265737,77.03461009828204,0.037385793169143686,570616329.0699235,295.88270108267324,557.0097999999999,37.53867311344527,-22.36132688655473,22.36132688655473
UGC12732,3.84,65.3,8.12,35.24,0.0,9,1.667,1.98,120.46,3.66,0.0,833500000.0,486780000.00000006,1320280000.0,0.3686945193443815,53598889.97688185,0.7070980679637159,38.24156728265737,77.03461009828204,0.049847724225524914,840221735.2530307,245.07094071228786,686.8632,40.34768410126144,-24.952315898738554,24.952315898738554
UGC12732,4.8,69.8,11.3,34.72,0.0,9,1.667,1.98,120.46,3.66,0.0,833500000.0,486780000.00000006,1320280000.0,0.3686945193443815,53598889.97688185,0.7070980679637159,38.24156728265737,77.03461009828204,0.06230965528190614,1133304453.041122,211.55557530942235,730.4292,41.78391989133173,-28.01608010866827,28.01608010866827
UGC12732,5.76,73.8,16.0,34.11,0.0,9,1.667,1.98,120.46,3.66,0.0,833500000.0,486780000.00000006,1320280000.0,0.3686945193443815,53598889.97688185,0.7070980679637159,38.24156728265737,77.03461009828204,0.07477158633828737,1446137781.884482,187.4670997144093,837.74605,43.78991372856308,-30.01008627143692,30.01008627143692
UGC12732,6.72,76.2,18.2,34.88,0.0,9,1.667,1.98,120.46,3.66,0.0,833500000.0,486780000.00000006,1320280000.0,0.3686945193443815,53598889.97688185,0.7070980679637159,38.24156728265737,77.03461009828204,0.0872335173946686,1776048864.7704525,169.1518371549897,939.5472,45.56585943095478,-30.634140569045222,30.634140569045222
UGC12732,7.68,79.3,19.2,33.08,0.0,9,1.667,1.98,120.46,3.66,0.0,833500000.0,486780000.00000006,1320280000.0,0.3686945193443815,53598889.97688185,0.7070980679637159,38.24156728265737,77.03461009828204,0.09969544845104983,2121007010.9857688,154.66071681753883,915.7832,45.86477412087296,-33.43522587912704,33.43522587912704
UGC12732,8.64,80.3,23.3,31.11,0.0,9,1.667,1.98,120.46,3.66,0.0,833500000.0,486780000.00000006,1320280000.0,0.3686945193443815,53598889.97688185,0.7070980679637159,38.24156728265737,77.03461009828204,0.11215737950743106,2479406636.314576,142.85012640646062,1026.80605,47.55030117835028,-32.749698821649716,32.749698821649716
UGC12732,9.6,81.9,25.5,29.68,0.0,9,1.667,1.98,120.46,3.66,0.0,833500000.0,486780000.00000006,1320280000.0,0.3686945193443815,53598889.97688185,0.7070980679637159,38.24156728265737,77.03461009828204,0.12461931056381229,2849940562.462012,133.0006278699923,1090.7012,48.65703677323482,-33.242963226765184,33.242963226765184
UGC12732,10.6,84.0,27.8,28.19,0.0,9,1.667,1.98,120.46,3.66,0.0,833500000.0,486780000.00000006,1320280000.0,0.3686945193443815,53598889.97688185,0.7070980679637159,38.24156728265737,77.03461009828204,0.13760048874754272,3247645208.485691,124.31318755454069,1170.17805,49.87883156287977,-34.12116843712023,34.12116843712023
UGC12732,11.5,85.6,31.1,26.95,0.0,9,1.667,1.98,120.46,3.66,0.0,833500000.0,486780000.00000006,1320280000.0,0.3686945193443815,53598889.97688185,0.7070980679637159,38.24156728265737,77.03461009828204,0.14928354911290012,3614965801.789241,117.56251468108402,1330.36125,51.7912171012853,-33.808782898714696,33.808782898714696
UGC12732,12.5,87.9,35.1,25.7,0.0,9,1.667,1.98,120.46,3.66,0.0,833500000.0,486780000.00000006,1320280000.0,0.3686945193443815,53598889.97688185,0.7070980679637159,38.24156728265737,77.03461009828204,0.16226472729663058,4032707431.7702446,111.00359501039975,1562.255,54.31206070137642,-33.58793929862359,33.58793929862359
UGC12732,13.4,90.8,38.3,24.69,0.0,9,1.667,1.98,120.46,3.66,0.0,833500000.0,486780000.00000006,1320280000.0,0.3686945193443815,53598889.97688185,0.7070980679637159,38.24156728265737,77.03461009828204,0.17394778766198798,4416699815.674839,105.79098019733833,1771.68805,56.4737743084729,-34.3262256915271,34.3262256915271
UGC12732,14.4,95.5,41.4,23.69,0.0,9,1.667,1.98,120.46,3.66,0.0,833500000.0,486780000.00000006,1320280000.0,0.3686945193443815,53598889.97688185,0.7070980679637159,38.24156728265737,77.03461009828204,0.18692896584571844,4851644890.2,100.62928252657252,1994.5680499999999,58.68244812874327,-36.81755187125673,36.81755187125673
UGC12732,15.4,98.0,43.4,22.77,0.0,9,1.667,1.98,120.46,3.66,0.0,833500000.0,486780000.00000006,1320280000.0,0.3686945193443815,53598889.97688185,0.7070980679637159,38.24156728265737,77.03461009828204,0.19991014402944887,5294726825.155239,96.02017013652562,2142.79645,60.17895869905439,-37.82104130094561,37.82104130094561
UGCA281,0.09,7.0,1.74,3.78,0.0,11,0.194,1.72,12.05,0.062,0.0,97000000.0,8246000.000000001,105246000.0,0.07834977101267508,5661986.594324506,0.5907241062497119,240.65574187962343,153.03330099906267,0.0005881072904553712,1023224.2677528976,543.3080846198907,10.1718,7.685670277587385,0.6856702775873851,0.6856702775873851
UGCA281,0.25,14.9,4.38,11.32,0.0,11,0.194,1.72,12.05,0.062,0.0,97000000.0,8246000.000000001,105246000.0,0.07834977101267508,5661986.594324506,0.5907241062497119,240.65574187962343,153.03330099906267,0.001633631362376031,4104272.129820995,282.4336807338946,83.2556,12.404193653094651,-2.495806346905349,2.495806346905349
UGCA281,0.41,21.1,6.41,15.94,0.0,11,0.194,1.72,12.05,0.062,0.0,97000000.0,8246000.000000001,105246000.0,0.07834977101267508,5661986.594324506,0.5907241062497119,240.65574187962343,153.03330099906267,0.002679155434296691,8040085.554158955,205.70900868969537,168.1299,15.889323256916107,-5.210676743083894,5.210676743083894
UGCA281,0.58,26.0,7.97,17.47,0.0,11,0.194,1.72,12.05,0.062,0.0,97000000.0,8246000.000000001,105246000.0,0.07834977101267508,5661986.594324506,0.5907241062497119,240.65574187962343,153.03330099906267,0.003790024760712392,12881415.120045038,164.69027082031184,216.12134999999995,17.653376647989493,-8.346623352010507,8.346623352010507
UGCA281,0.74,27.5,9.12,17.72,0.0,11,0.194,1.72,12.05,0.062,0.0,97000000.0,8246000.000000001,105246000.0,0.07834977101267508,5661986.594324506,0.5907241062497119,240.65574187962343,153.03330099906267,0.004835548832633052,17934690.323575325,140.8610097873783,240.17359999999996,18.558306691146687,-8.941693308853313,8.941693308853313
UGCA281,0.9,28.8,9.81,17.18,0.0,11,0.194,1.72,12.05,0.062,0.0,97000000.0,8246000.000000001,105246000.0,0.07834977101267508,5661986.594324506,0.5907241062497119,240.65574187962343,153.03330099906267,0.0058810729045537125,23396234.40352783,124.22851667713192,243.8123,18.857835639580134,-9.942164360419866,9.942164360419866
UGCA281,1.08,29.5,10.01,16.66,0.0,11,0.194,1.72,12.05,0.062,0.0,97000000.0,8246000.000000001,105246000.0,0.07834977101267508,5661986.594324506,0.5907241062497119,240.65574187962343,153.03330099906267,0.007057287485464455,29967446.86816279,110.50007879779665,238.9779,18.929289080724093,-10.570710919275907,10.570710919275907
UGCA442,0.42,14.2,4.87,4.78,0.0,9,0.14,1.18,116.1,0.263,2.1,70000000.0,34979000.00000001,104979000.0,0.333199973327999,11999372.860416608,0.6273066202020813,137.27638496206262,79.63457979193956,0.00527409074170203,11481445.852899319,279.9357442357892,35.1411,12.357755159373868,-1.8422448406261314,1.8422448406261314
UGCA442,1.26,28.6,13.14,10.76,0.0,9,0.14,1.18,116.1,0.263,2.1,70000000.0,34979000.00000001,104979000.0,0.333199973327999,11999372.860416608,0.6273066202020813,137.27638496206262,79.63457979193956,0.015822272225106092,50962358.85016309,138.0602915106166,230.54840000000002,20.112293934391893,-8.487706065608108,8.487706065608108
UGCA442,2.11,41.0,19.65,13.6,0.0,9,0.14,1.18,116.1,0.263,2.1,70000000.0,34979000.00000001,104979000.0,0.333199973327999,11999372.860416608,0.6273066202020813,137.27638496206262,79.63457979193956,0.02649602729759829,102361227.26126696,98.88511622386193,478.60249999999996,26.215455274176502,-14.784544725823498,14.784544725823498
UGCA442,2.96,49.0,22.42,13.29,0.0,9,0.14,1.18,116.1,0.263,2.1,70000000.0,34979000.00000001,104979000.0,0.333199973327999,11999372.860416608,0.6273066202020813,137.27638496206262,79.63457979193956,0.0371697823700905,161603492.54233843,79.32821369501788,590.9684500000001,28.73638743017732,-20.26361256982268,20.26361256982268
UGCA442,3.79,54.8,22.82,12.56,0.0,9,0.14,1.18,116.1,0.263,2.1,70000000.0,34979000.00000001,104979000.0,0.333199973327999,11999372.860416608,0.6273066202020813,137.27638496206262,79.63457979193956,0.04759239026440641,225361667.9078573,67.477965979183,599.6292,29.24672103093103,-25.553278969068966,25.553278969068966
UGCA442,4.65,56.4,21.37,12.33,0.0,9,0.14,1.18,116.1,0.263,2.1,70000000.0,34979000.00000001,104979000.0,0.333199973327999,11999372.860416608,0.6273066202020813,137.27638496206262,79.63457979193956,0.05839171892598677,296526330.51004755,58.981757898206425,532.69135,28.406980202525222,-27.993019797474776,27.993019797474776
UGCA442,5.48,57.8,18.73,12.04,0.0,9,0.14,1.18,116.1,0.263,2.1,70000000.0,34979000.00000001,104979000.0,0.333199973327999,11999372.860416608,0.6273066202020813,137.27638496206262,79.63457979193956,0.06881432682030268,369433867.80615467,52.9097786371866,423.2937,26.706540152774984,-31.093459847225013,31.093459847225013
UGCA442,6.33,56.5,16.75,10.62,0.0,9,0.14,1.18,116.1,0.263,2.1,70000000.0,34979000.00000001,104979000.0,0.333199973327999,11999372.860416608,0.6273066202020813,137.27638496206262,79.63457979193956,0.07948808189279488,447868566.00451875,48.07325367590562,336.9547,25.323080297793208,-31.176919702206792,31.176919702206792
UGCA444,0.12,6.48,-0.66,2.2,0.0,10,0.012,0.83,22.74,0.067,4.8,6000000.0,8911000.0,14911000.0,0.5976125008383072,3444853.181075993,0.5677025491264346,340.58754802376535,88.66440414174852,0.0013534179940819882,637193.7754502255,190.31340838691867,2.8556000000000004,5.068846910928583,-1.4111530890714175,1.4111530890714175
UGCA444,0.19,8.6,0.47,2.24,0.0,10,0.012,0.83,22.74,0.067,4.8,6000000.0,8911000.0,14911000.0,0.5976125008383072,3444853.181075993,0.5677025491264346,340.58754802376535,88.66440414174852,0.0021429118239631477,1190054.1098633807,141.78159616765961,2.7297000000000002,5.446852602361783,-3.1531473976382163,3.1531473976382163
UGCA444,0.26,10.2,1.82,2.72,0.0,10,0.012,0.83,22.74,0.067,4.8,6000000.0,8911000.0,14911000.0,0.5976125008383072,3444853.181075993,0.5677025491264346,340.58754802376535,88.66440414174852,0.0029324056538443076,1822646.4862878793,115.96210797840831,7.011600000000001,6.096043641115618,-4.103956358884381,4.103956358884381
UGCA444,0.33,11.7,3.08,2.9,0.0,10,0.012,0.83,22.74,0.067,4.8,6000000.0,8911000.0,14911000.0,0.5976125008383072,3444853.181075993,0.5677025491264346,340.58754802376535,88.66440414174852,0.0037218994837254675,2519965.6609580554,99.52383389229668,13.6914,6.821602831040364,-4.878397168959635,4.878397168959635
UGCA444,0.4,12.7,4.2,2.92,0.0,10,0.012,0.83,22.74,0.067,4.8,6000000.0,8911000.0,14911000.0,0.5976125008383072,3444853.181075993,0.5677025491264346,340.58754802376535,88.66440414174852,0.0045113933136066275,3272610.5386017268,87.97002119735967,21.9032,7.555872449885841,-5.144127550114158,5.144127550114158
UGCA444,0.47,14.1,5.32,3.03,0.0,10,0.012,0.83,22.74,0.067,4.8,6000000.0,8911000.0,14911000.0,0.5976125008383072,3444853.181075993,0.5677025491264346,340.58754802376535,88.66440414174852,0.0053008871434877865,4074018.451180912,79.32089948786101,32.89285,8.376972768207777,-5.723027231792223,5.723027231792223
UGCA444,0.55,16.0,6.65,3.44,0.0,10,0.012,0.83,22.74,0.067,4.8,6000000.0,8911000.0,14911000.0,0.5976125008383072,3444853.181075993,0.5677025491264346,340.58754802376535,88.66440414174852,0.0062031658062091126,5043394.048424952,71.70639304731026,50.139300000000006,9.464555783343487,-6.535444216656513,6.535444216656513
UGCA444,0.62,18.1,7.97,3.69,0.0,10,0.012,0.83,22.74,0.067,4.8,6000000.0,8911000.0,14911000.0,0.5976125008383072,3444853.181075993,0.5677025491264346,340.58754802376535,88.66440414174852,0.006992659636090272,5934166.348839592,66.39520133035299,70.32894999999999,10.559070736803445,-7.540929263196556,7.540929263196556
UGCA444,0.69,21.2,9.25,3.81,0.0,10,0.012,0.83,22.74,0.067,4.8,6000000.0,8911000.0,14911000.0,0.5976125008383072,3444853.181075993,0.5677025491264346,340.58754802376535,88.66440414174852,0.007782153465971431,6861502.929535758,61.98426079535736,92.82055,11.644298602698084,-9.555701397301915,9.555701397301915
UGCA444,0.76,21.6,10.36,3.95,0.0,10,0.012,0.83,22.74,0.067,4.8,6000000.0,8911000.0,14911000.0,0.5976125008383072,3444853.181075993,0.5677025491264346,340.58754802376535,88.66440414174852,0.00857164729585259,7822913.751059239,58.25077559049201,115.13084999999998,12.625428287736378,-8.974571712263623,8.974571712263623
UGCA444,0.83,23.3,11.58,4.15,0.0,10,0.012,0.83,22.74,0.067,4.8,6000000.0,8911000.0,14911000.0,0.5976125008383072,3444853.181075993,0.5677025491264346,340.58754802376535,88.66440414174852,0.009361141125733751,8816291.170552447,55.0414789640597,142.70765,13.725599350854212,-9.574400649145788,9.574400649145788
UGCA444,0.9,24.5,12.39,4.32,0.0,10,0.012,0.83,22.74,0.067,4.8,6000000.0,8911000.0,14911000.0,0.5976125008383072,3444853.181075993,0.5677025491264346,340.58754802376535,88.66440414174852,0.01015063495561491,9839823.093873857,52.24715252181852,162.8433,14.486743501202632,-10.013256498797368,10.013256498797368
UGCA444,0.97,24.4,13.1,4.46,0.0,10,0.012,0.83,22.74,0.067,4.8,6000000.0,8911000.0,14911000.0,0.5976125008383072,3444853.181075993,0.5677025491264346,340.58754802376535,88.66440414174852,0.01094012878549607,10891931.217857352,49.78766701476763,181.55579999999998,15.160799352419534,-9.239200647580464,9.239200647580464
UGCA444,1.04,25.3,13.71,4.57,0.0,10,0.012,0.83,22.74,0.067,4.8,6000000.0,8911000.0,14911000.0,0.5976125008383072,3444853.181075993,0.5677025491264346,340.58754802376535,88.66440414174852,0.01172962261537723,11971225.791232713,47.60277803048324,198.40655000000004,15.745267198485474,-9.554732801514527,9.554732801514527
UGCA444,1.11,25.4,14.22,4.69,0.0,10,0.012,0.83,22.74,0.067,4.8,6000000.0,8911000.0,14911000.0,0.5976125008383072,3444853.181075993,0.5677025491264346,340.58754802376535,88.66440414174852,0.012519116445258391,13076471.641371805,45.64623622034932,213.20645000000002,16.244191952959305,-9.155808047040694,9.155808047040694
UGCA444,1.19,25.9,14.63,4.81,0.0,10,0.012,0.83,22.74,0.067,4.8,6000000.0,8911000.0,14911000.0,0.5976125008383072,3444853.181075993,0.5677025491264346,340.58754802376535,88.66440414174852,0.013421395107979715,14369972.30796523,43.64378052330396,225.60495000000003,16.659563284274043,-9.240436715725956,9.240436715725956
UGCA444,1.26,26.7,14.83,4.88,0.0,10,0.012,0.83,22.74,0.067,4.8,6000000.0,8911000.0,14911000.0,0.5976125008383072,3444853.181075993,0.5677025491264346,340.58754802376535,88.66440414174852,0.014210888937860875,15527239.541941073,42.06428559985498,231.8361,16.87711764063453,-9.822882359365469,9.822882359365469
UGCA444,1.33,27.1,15.03,4.95,0.0,10,0.012,0.83,22.74,0.067,4.8,6000000.0,8911000.0,14911000.0,0.5976125008383072,3444853.181075993,0.5677025491264346,340.58754802376535,88.66440414174852,0.015000382767742036,16707323.661293171,40.62224852060173,238.15214999999998,17.093265941077505,-10.006734058922497,10.006734058922497
UGCA444,1.4,28.6,15.13,5.03,0.0,10,0.012,0.83,22.74,0.067,4.8,6000000.0,8911000.0,14911000.0,0.5976125008383072,3444853.181075993,0.5677025491264346,340.58754802376535,88.66440414174852,0.015789876597623195,17909407.575894937,39.29936231491954,241.56735000000003,17.221685667811016,-11.378314332188985,11.378314332188985
